"GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
0,0,0,0,0,0
2337,1329,1591,924,8782,4870
146,59,70,14,56,21
10,10,56,31,65,47
194,130,269,160,594,343
4,3,14,10,31,33
132,76,211,119,471,274
2,3,0,0,5,6
12,7,0,2,8,6
6,3,2,3,4,2
153,96,205,119,247,130
0,0,0,0,0,0
0,0,0,0,0,0
22,14,195,107,29,23
33,23,47,26,27,17
44,84,8,25,28,53
97,56,86,51,42,23
1120,781,1247,799,3318,1972
0,0,0,0,0,0
2,2,0,2,0,4
3,2,1,3,3,4
1308,774,1288,780,1730,1032
1125,699,655,422,399,241
32,22,4,4,16,13
121,65,42,25,34,18
1302,767,1161,688,12850,7080
163,91,369,207,541,305
14,9,6,2,1,2
67,94,1209,730,877,927
0,0,0,0,0,0
2502,1394,6258,3565,6890,3749
221,124,422,244,982,547
10,6,12,8,50,30
4319,2406,4384,2456,6184,3447
2464,1462,1227,695,1949,1087
163,29,364,67,998,185
0,0,0,0,0,0
588,325,1163,677,5192,2878
41,26,135,76,243,177
0,0,0,0,0,0
3860,2760,7037,4122,32453,17754
2,2,1,1,0,0
46,33,33,34,94,75
4879,2878,1913,1152,6329,3618
124,73,83,51,81,59
0,0,0,2,0,0
4,2,2,1,6,5
191,85,219,93,207,102
106,61,119,77,263,164
0,0,0,0,0,0
2,2,4,6,8,4
19,12,29,18,28,22
2,2,3,4,18,9
11,7,23,21,25,33
1432,978,1557,1169,1731,1067
1,0,0,0,2,2
0,0,0,1,6,5
152,67,400,190,1155,521
21,11,14,9,28,16
4,3,0,1,1,2
1,0,1,0,8,5
0,0,0,0,0,0
0,0,0,0,5,3
42,29,58,42,248,155
310,182,257,160,86,53
1161,456,674,288,629,260
1142,722,773,479,2946,1678
777,442,835,485,2023,1114
1751,976,747,441,2012,1080
13,6,9,4,35,11
212,135,724,407,1430,832
18,10,18,11,8,4
746,432,1647,930,5792,3126
13,17,0,1,5,9
2962,1712,2102,1208,4548,2476
3,2,3,3,45,46
441,259,304,185,1368,754
681,420,436,255,373,223
5,2,22,11,45,31
30,22,89,49,77,36
709,452,379,220,568,323
0,0,0,0,0,0
490,294,185,112,170,137
20,11,74,41,198,114
260,159,498,285,80,79
688,363,505,281,612,341
1244,671,0,0,0,0
0,0,0,0,0,0
285,199,440,290,433,300
306,204,369,252,718,458
0,0,0,0,11,1
1,0,0,0,0,0
2315,1379,1224,748,626,379
83,32,26,10,40,9
23,15,45,34,99,71
0,1,40,22,0,1
25242,13836,25071,14412,75348,41234
2,2,2,1,0,3
518,282,443,248,1003,543
75,47,26,14,44,31
0,0,4,3,15,15
7,7,0,1,33,44
4381,4454,2476,1979,5924,3739
14,15,16,9,21,36
208,115,211,124,125,76
24,21,12,7,75,79
1463,1293,1472,1350,1759,1562
579,281,34,21,175,124
7,8,25,18,44,24
3,3,6,4,12,18
27,18,32,18,29,29
329,196,51,37,1400,820
126,111,144,103,706,469
271,163,260,153,393,234
2962,1668,2112,1216,24533,13507
10,7,0,0,0,1
1,1,1,0,0,1
0,0,0,0,0,0
8,8,10,6,19,27
281,132,218,101,2733,1155
432,265,291,178,1071,596
2588,1869,1328,816,6822,3615
22,11,54,29,58,31
0,0,0,0,0,0
2562,1915,2999,1945,8815,5256
0,0,0,0,2,1
10,8,0,0,9,9
247,146,4,6,17,16
1744,956,1532,857,2541,1291
0,0,0,2,0,1
0,0,0,0,1,0
2,1,2,1,113,63
0,0,0,0,0,1
3791,2236,5411,3062,15447,8426
2244,1581,1822,1148,7402,4366
8144,4867,3619,2155,26406,15211
44,28,18,14,27,18
2,1,3,0,1,1
448,277,1156,706,14700,8484
0,0,1,0,2,0
2,1,4,5,11,8
0,0,0,0,1,2
2,1,0,0,2,0
16,11,27,17,49,29
25,14,52,29,69,36
10,11,42,29,11,11
223,127,268,159,606,329
44,26,40,25,51,47
16,8,4,4,8,5
8,5,5,2,13,9
51,29,12,8,63,34
0,0,0,0,0,0
104,97,87,102,38,31
271,152,282,170,687,392
3253,1820,4583,2696,21722,12179
58,52,20,24,101,128
1034,230,1659,341,2388,397
1115,616,1935,1114,10948,6048
201,110,198,121,209,120
526,415,679,431,1172,689
0,0,0,0,0,0
145,55,97,31,238,75
1150,775,786,493,2517,1492
110,83,71,38,352,171
67,41,51,35,175,103
0,0,1,1,1,0
0,1,4,12,1,2
0,0,0,0,0,0
8605,4709,7575,4412,18218,10282
992,664,922,575,2148,1243
43,26,30,17,80,54
0,0,0,0,2,1
24,13,59,32,63,31
1,1,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
100,64,32,20,42,23
717,385,859,486,144,90
411,253,420,257,1443,858
1082,73,1830,145,4910,198
0,0,0,0,0,0
4,0,1,0,1,0
17,10,6,5,14,8
77,42,83,47,203,97
117,41,96,34,56,17
700,622,311,241,625,422
14,52,3,7,5,13
1056,551,897,487,420,237
1186,662,1440,824,1122,628
20,12,44,27,0,0
1392,765,1209,701,6201,3404
47,32,27,17,183,110
10,7,10,11,8,12
575,333,333,211,395,227
0,0,4,2,0,0
148,100,162,119,952,572
0,0,0,0,0,0
302,210,203,137,173,123
0,3,1,5,0,4
0,0,0,0,0,0
746,417,353,217,585,342
0,0,1,0,0,0
16,11,79,46,84,45
39,20,35,22,18,12
134,23,176,41,437,91
0,0,0,0,0,0
29,21,18,10,13,8
0,0,1,1,0,2
2,2,0,0,0,0
257,147,282,172,716,395
48,25,27,16,35,16
0,0,0,0,0,0
9,5,2,2,66,34
55,17,54,20,178,60
34,22,75,43,816,412
10,5,19,12,28,15
0,0,0,0,1,3
759,430,534,325,2004,1110
4,4,8,6,11,7
80,56,65,46,124,77
0,1,1,0,2,2
4055,2156,2987,1480,5757,2724
73,41,76,39,22,13
253,131,642,301,1017,502
2,1,12,9,4,4
0,0,0,0,0,0
0,0,0,0,6,3
29,31,14,15,78,112
64,42,41,25,57,48
171,3,64,8,65,1
0,2,0,0,0,1
0,0,0,0,0,0
0,5,4,9,4,9
0,0,1,1,1,2
4,2,47,28,8,8
29,16,62,36,53,33
196,113,248,146,1683,913
0,0,0,0,0,0
1,0,1,0,1,0
7,5,22,17,6,10
348,197,409,230,3061,1691
223,172,280,185,257,181
0,0,0,0,1,0
513,302,647,390,1258,695
437,297,736,490,2228,1422
471,269,387,217,715,359
33,17,35,15,114,36
14,7,186,102,2687,1288
2,0,0,0,1,0
5887,3241,7084,4113,34471,18982
746,424,272,156,663,363
6,2,0,0,14,0
55,30,33,23,32,27
800,504,1025,598,3173,1742
0,0,2,1,0,0
0,0,0,1,0,0
2,1,0,0,34,25
0,0,0,0,1,0
1348,745,2571,1471,5922,3229
418,253,1029,599,4330,2385
0,0,0,0,0,0
5,3,0,0,4,3
0,0,0,0,0,0
6,4,19,11,5,9
208,113,121,60,963,416
18,15,8,14,31,34
4,29,0,9,5,52
0,0,0,0,0,0
0,0,0,0,0,0
0,0,17,8,14,7
148,82,197,111,494,267
2,1,0,0,4,6
233,145,244,142,609,365
0,2,8,6,6,7
0,0,0,0,0,0
1,0,0,0,0,0
2,1,18,12,5,3
0,0,0,0,7,5
502,282,385,222,931,541
219,126,388,216,1326,735
72,53,51,38,99,73
806,507,1210,743,4684,2702
2,5,4,5,63,104
4,2,0,0,0,0
0,0,3,3,4,8
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
38,31,12,9,25,36
9,7,0,1,22,22
267,143,344,195,2167,1165
0,0,2,2,28,28
299,175,258,164,1260,711
2,1,0,0,6,7
5,3,0,0,1,1
4,4,2,1,5,9
0,0,0,0,0,0
1365,733,990,533,2822,1406
0,0,0,0,0,1
11,6,2,2,21,15
2,1,0,1,0,2
0,0,0,0,6,9
12,12,17,12,71,60
8,8,0,1,78,75
40,26,2,2,54,29
2,1,0,0,0,1
1197,704,725,420,2357,1291
109,63,198,111,235,140
21,16,115,62,288,162
452,281,296,181,553,328
22,21,16,10,8,4
257,190,333,240,538,559
793,460,1244,743,2477,1347
0,0,0,0,0,1
81,55,180,106,467,271
81,47,201,118,43,37
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
1,1,21,13,7,9
353,272,331,245,812,553
321,182,245,143,271,146
1,1,0,2,6,3
0,0,0,0,0,0
226,121,595,330,2734,1535
2,1,0,0,0,0
35,21,42,24,60,34
69,41,56,29,74,68
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
327,220,66,42,244,138
33,16,43,20,57,17
0,0,2,1,2,3
0,1,0,0,0,0
1,2,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
257,178,227,152,146,84
0,0,0,0,0,0
39,22,61,32,218,120
12,9,14,7,17,10
10,6,0,0,8,9
0,0,0,0,0,0
2,1,1,0,3,1
22,11,2,1,2,1
332,206,591,359,1844,1040
0,0,0,0,0,0
1,5,8,9,36,46
0,0,0,0,14,1
0,0,2,1,0,0
63,49,52,27,29,17
8,4,4,3,52,36
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
865,568,819,474,2198,1196
3192,1867,2674,1610,6295,3542
2,0,6,0,0,0
1,0,8,0,0,0
1290,688,366,211,1421,781
77,38,155,101,313,181
30,19,98,54,110,60
0,0,0,0,0,0
853,439,843,481,3426,1857
4,10,0,3,0,0
52,26,159,60,1055,469
6028,3588,5972,3500,14548,8150
41,31,22,18,2,3
4873,2915,3501,2063,5993,3353
0,0,0,0,0,0
231,144,418,240,397,234
0,0,0,0,1,0
70,56,200,161,372,302
849,486,550,305,205,74
19,23,10,10,3,3
229,141,364,206,242,131
1043,578,1726,1055,2748,1611
430,283,434,262,404,239
8,4,0,0,0,1
149,116,470,287,416,273
2730,1599,1430,1010,168,98
1935,978,2972,1602,7606,3599
41,26,1,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
42,26,42,25,128,75
683,23,550,16,2321,29
162,123,74,52,146,87
17965,10923,9684,5920,14413,8303
455,244,644,365,1396,766
0,0,0,0,0,0
0,1,0,0,0,0
2,1,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
2,1,0,1,15,11
2566,1601,2098,1209,11289,6159
1496,781,896,488,1423,709
8,13,8,7,244,257
3,2,55,38,62,41
0,0,0,0,0,0
0,0,0,0,1,1
32,48,63,68,13,13
5583,3117,2127,1208,4587,2473
31,35,4,3,42,59
0,0,0,0,0,0
27,18,17,19,94,97
0,0,0,0,0,0
86,53,159,104,596,362
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
566,298,910,497,1521,816
471,263,279,161,142,97
0,0,0,0,0,0
2,1,7,10,2,1
33,20,233,133,58,40
0,0,0,0,0,0
0,0,13,9,30,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
400,219,380,208,2805,1432
0,0,0,0,0,0
7291,6039,3755,2498,3637,2405
22,12,12,14,76,49
0,0,0,0,0,0
4,2,0,0,0,0
50,28,31,46,66,57
113,62,49,28,277,154
0,0,0,0,0,0
2,1,0,1,2,1
59,41,10,10,25,18
355,201,381,194,1324,576
74,40,14,9,38,25
2,3,0,5,1,1
0,0,0,0,0,0
0,0,0,0,0,0
1542,833,71,42,176,96
203,121,126,87,159,140
0,1,0,0,0,2
497,261,516,291,2009,1085
0,0,0,0,0,0
18,12,10,4,2,1
2,2,0,0,0,0
0,0,1,0,0,0
232,132,286,156,783,423
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,6,0
2254,1325,2024,1228,2283,1310
975,562,822,477,3067,1677
0,0,0,0,10,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3742,2030,4723,2665,6659,3653
0,0,0,0,0,0
0,1,19,15,22,22
2,1,0,0,0,0
168,61,265,109,916,334
3946,2052,2232,1212,3844,2006
210,139,634,395,446,280
121,77,328,188,4713,2618
0,0,0,0,0,0
148,88,74,51,117,68
266,138,44,21,127,63
100,70,116,66,46,28
9,14,10,6,10,11
2,2,0,0,8,5
12,7,0,0,5,1
0,0,0,0,0,0
2,3,0,0,14,7
398,257,4,5,2,5
955,588,528,319,1146,653
36,21,96,57,86,49
0,0,0,0,0,0
0,5,0,0,0,0
21,25,43,30,15,14
15,14,13,13,58,39
0,0,1,1,0,0
0,0,0,0,0,0
4,5,10,10,10,16
12,8,21,13,3,5
286,201,500,307,1666,957
0,0,0,0,0,0
1,1,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,0
3,2,2,2,0,1
0,0,2,5,0,0
7,2,21,3,91,5
1997,1192,2432,1508,17791,10207
0,0,0,0,0,0
517,299,359,210,1545,861
0,0,0,0,0,0
0,0,0,0,0,0
551,360,309,196,917,518
4,2,11,6,33,18
2,1,0,0,5,4
0,0,0,0,15,11
0,0,0,0,0,0
2,2,15,9,7,6
257,181,284,197,54,36
0,0,0,0,0,0
0,0,2,0,0,0
0,1,2,1,1,1
15,8,5,4,65,36
1389,767,2435,1436,13786,7767
0,5,10,6,7,12
0,0,0,0,0,0
13,8,6,4,0,0
568,312,1031,629,2543,1399
185,109,183,106,251,142
24,38,43,36,125,97
6,7,14,13,10,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
453,235,498,261,598,306
0,0,0,0,0,0
0,3,4,4,38,45
2,1,6,3,18,9
0,0,0,0,0,0
2255,1287,1604,912,4053,2233
0,1,1,1,1,0
7,6,6,3,6,3
0,1,0,0,3,2
82,50,30,20,63,47
739,419,955,524,4596,2483
0,0,0,0,0,0
5,0,5,0,6,0
2,2,1,0,1,6
2,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
222,149,392,234,619,373
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,3,6
0,0,0,0,0,0
3524,1786,3605,1945,11438,5577
0,0,0,0,0,0
0,0,0,0,0,0
8,6,7,5,24,25
0,0,0,0,0,0
1,1,1,1,0,0
511,300,366,223,130,98
805,527,532,322,1380,802
60,33,13,8,6,8
254,235,383,267,595,418
4,2,0,0,16,8
0,0,0,0,0,0
89,57,38,29,100,55
727,396,707,397,848,465
0,0,0,0,1,4
0,1,0,1,2,5
4,4,1,0,1,1
0,0,0,1,0,0
82,55,117,80,88,55
4,0,15,1,1,0
0,1,6,3,0,1
266,179,337,191,497,308
0,0,0,0,0,0
0,0,0,0,0,0
14,16,6,5,44,38
0,0,0,0,0,0
18,10,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,1,1,2,3
18,17,15,13,42,47
10,9,3,4,109,128
265,157,232,135,1077,597
0,1,0,0,0,0
61,38,107,61,86,53
141,91,238,158,345,222
161,152,478,372,1540,1422
0,1,17,12,14,8
0,0,0,0,0,1
1092,639,1293,771,7094,3914
0,0,0,0,1,1
1,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,2,2
159,270,51,71,108,172
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
435,255,267,155,860,479
185,86,87,41,253,125
4,7,28,25,19,28
0,0,0,0,0,0
0,1,0,0,0,0
3,2,4,0,7,0
0,0,0,0,0,0
260,160,254,159,580,319
0,0,0,0,0,0
40,26,50,26,484,321
0,0,0,0,0,0
2,1,0,0,0,0
11380,6742,6619,3885,21737,12037
0,0,0,0,0,0
191,110,47,27,60,31
0,0,0,0,0,0
0,0,0,0,0,1
184,103,181,101,417,225
0,0,0,0,0,0
0,1,6,5,0,3
360,200,913,554,3925,2223
418,241,491,289,336,201
28,23,33,27,49,46
0,0,0,0,0,0
68,47,49,35,83,53
258,150,226,128,229,142
2,2,5,3,2,1
0,0,0,0,0,0
47,33,45,23,46,22
286,207,124,73,273,152
0,0,0,0,16,4
28,17,0,1,1,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
20,11,2,1,0,2
0,0,0,1,0,0
57,36,33,23,16,12
1,8,2,4,6,13
55,33,56,31,320,184
184,113,315,178,296,162
0,0,0,0,0,1
0,2,0,6,0,1
0,0,0,0,4,4
14,7,6,3,1,1
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,1,0,1
88,48,160,93,477,285
2,1,0,0,8,7
1,1,4,5,1,1
0,0,0,0,0,0
0,0,0,0,0,0
1,7,3,6,34,32
6,7,0,0,2,3
0,0,0,0,0,0
5,7,2,3,12,24
0,0,0,2,0,0
13,14,14,9,3,2
1683,989,1508,861,5760,3138
11,12,0,0,0,1
1007,583,488,287,346,255
0,0,0,0,0,0
6,6,15,9,43,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
351,250,452,273,2284,1293
4,0,9,0,1,0
0,0,0,0,0,0
4,2,0,0,3,2
8,5,0,0,2,0
0,0,121,188,0,0
5,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
52,27,57,34,97,56
190,303,250,263,1847,1736
0,0,0,0,0,0
0,3,6,7,9,14
0,1,1,2,18,20
6,3,0,0,0,0
4,3,0,0,3,2
781,441,1475,863,3849,2139
51,30,23,16,17,14
0,1,3,0,31,26
2,3,0,0,0,0
220,119,516,305,2380,1288
191,99,246,129,204,81
8,11,10,24,14,20
8,8,0,1,3,4
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
4,2,1,2,1,2
11,6,39,20,230,108
285,148,328,165,1449,675
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
424,277,310,197,864,489
0,7,0,7,1,8
0,0,0,0,0,0
2,1,0,0,3,3
0,0,0,0,2,0
0,0,0,0,0,0
2,0,6,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
69,57,298,184,857,539
0,3,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,1,0,3,0,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,8,0,1,0,1
3,2,0,0,0,0
1,12,0,5,12,24
0,0,0,0,0,0
967,598,639,374,2052,1143
92,57,23,15,29,23
153,83,170,91,254,140
0,0,0,0,0,0
120,88,119,73,103,58
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
2,1,0,0,0,0
75,36,20,7,53,25
0,0,0,0,0,0
3,0,8,0,0,0
0,0,2,1,0,1
0,0,1,1,5,3
0,0,18,13,0,1
2,0,4,0,2,0
43,28,54,30,232,140
0,0,1,1,0,0
2,2,1,1,6,4
0,0,2,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
94,56,93,55,321,196
3,0,3,0,1,0
2,3,10,5,17,15
0,0,6,6,6,3
0,0,2,0,1,0
1606,905,888,478,1160,607
0,0,0,1,0,1
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
1,0,2,1,6,4
205,135,261,173,1163,709
0,0,0,0,0,0
0,0,0,0,10,11
291,158,528,295,3388,1832
0,1,0,1,0,0
18,15,3,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
554,263,644,315,4188,1691
2,3,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,2,11,8,0,0
0,0,0,0,0,0
299,181,489,289,236,158
2,2,2,1,2,1
4,3,3,7,1,6
2,3,0,0,20,14
0,0,0,0,0,0
0,0,0,2,0,0
2,1,2,1,0,0
0,0,0,0,4,4
0,2,1,2,0,0
1,3,4,3,11,15
1042,642,540,300,1415,747
9,6,30,20,2,2
0,0,0,0,0,0
10,14,29,18,7,8
0,0,0,0,0,0
2,1,0,0,0,0
2,1,0,0,2,1
0,0,0,0,0,0
2,1,0,0,2,2
0,0,0,0,0,0
13,7,0,0,9,9
0,0,0,0,0,0
27,15,16,9,15,7
0,0,0,0,0,0
0,1,0,0,0,0
414,217,316,187,318,181
0,0,0,0,0,0
122,74,81,45,217,128
0,1,0,0,2,2
2,1,0,1,0,0
2,1,0,1,2,0
0,0,0,1,0,0
0,1,0,4,0,0
0,0,0,1,0,0
0,0,0,1,0,2
143,83,194,118,548,302
13,10,4,4,4,5
1230,607,808,414,1991,881
1495,1000,1697,1002,6565,3607
149,62,340,149,266,95
348,400,218,217,620,574
0,0,0,0,0,0
0,0,0,0,1,1
1,1,0,0,2,4
359,214,303,198,685,453
0,0,0,0,0,0
2,1,0,0,1,1
0,1,0,0,0,4
0,0,0,0,0,0
9,18,12,12,136,138
2,1,2,1,4,4
1418,816,876,520,2071,1171
2,3,14,7,37,7
0,0,0,0,0,0
0,0,0,0,0,0
4,2,12,7,228,140
0,0,0,0,1,0
0,0,0,0,1,0
6,8,27,34,20,22
0,0,0,0,0,0
6,8,18,19,94,109
294,107,287,176,197,95
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
970,948,773,596,568,416
0,0,0,0,0,0
2,2,8,10,0,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
8,19,13,29,3,8
10,15,3,5,12,22
24,12,8,5,34,20
0,0,0,0,0,1
0,0,0,0,0,0
1,1,1,0,0,0
0,0,0,0,0,0
36,18,2,2,2,2
0,0,0,0,0,0
14,9,207,107,2,1
0,0,0,0,1,0
235,143,373,212,2191,1213
148,81,166,99,1036,573
0,0,0,0,0,0
0,0,0,0,0,0
1948,1121,2408,1389,6192,3449
0,1,0,0,2,1
0,0,0,0,0,0
0,2,2,1,10,6
28,19,4,2,0,0
0,0,0,0,0,0
0,0,0,0,1,5
2,1,11,6,39,23
0,0,0,0,0,0
1,3,5,13,45,92
0,0,0,0,2,1
2649,2139,873,702,3460,2630
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,2,0
0,0,0,0,0,0
0,0,0,0,4,2
0,0,0,0,0,0
3,2,0,0,8,5
0,0,0,0,0,0
1,1,0,0,0,1
0,1,0,0,0,0
3581,3013,2068,1525,6358,4290
0,0,0,0,0,0
3797,3058,708,448,1070,549
1,3,1,2,1,0
0,0,0,0,2,0
0,0,0,0,0,0
4,2,0,0,6,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
586,330,553,313,3119,1746
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,2,2
1,0,0,0,0,0
0,0,0,0,0,0
46,87,84,116,67,78
156,85,28,15,4,2
0,0,0,0,1,0
68,38,78,44,158,118
0,0,0,1,0,2
0,0,0,0,0,0
1154,861,653,437,1444,969
972,532,550,327,1309,723
29,18,31,22,655,372
78,45,74,37,17,13
58,32,67,34,22,18
3,2,1,0,0,0
36,22,3,2,6,4
83,55,66,38,68,42
3100,849,939,308,2327,660
0,0,0,0,0,0
0,0,0,0,0,0
152,152,29,45,24,34
65,32,61,39,1152,681
0,0,0,1,0,2
0,1,0,1,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,4,4
0,0,0,0,0,0
243,178,306,195,1222,727
0,0,0,0,0,0
0,0,0,0,0,0
6,3,49,37,114,95
0,0,10,8,21,18
0,0,0,0,0,0
2,1,0,0,0,0
0,4,0,7,1,4
122,73,136,73,145,79
2,2,1,1,1,0
1,6,5,13,1,4
6,4,0,2,0,2
33,23,2,8,66,59
0,1,0,3,0,1
0,1,0,0,1,1
0,0,0,1,0,0
2106,1593,3175,1938,10864,6306
34,22,68,40,801,452
0,1,0,0,2,2
0,0,0,0,0,0
1055,581,692,408,1980,1094
3721,2040,2384,1345,8523,4570
0,0,0,117,0,0
23,7,25,1,8,1
0,0,0,0,0,0
2,1,0,0,1,0
17,9,4,1,8,1
35,21,44,25,243,139
37,17,58,29,510,274
0,0,0,0,4,0
0,0,0,1,0,0
24581,14273,17307,10088,34307,19194
1,0,0,0,0,2
0,0,0,0,0,0
0,0,4,2,0,0
2733,1641,2029,1172,16385,9088
8,18,4,10,9,18
0,1,1,4,0,4
189,106,212,117,699,393
3,3,2,2,4,3
3,2,1,1,0,1
0,0,0,0,0,0
538,278,1715,888,2365,1255
0,0,0,0,0,1
0,0,0,0,0,0
0,1,1,1,2,2
2,0,9,0,1,0
105,60,41,30,20,12
9,10,11,12,36,54
0,0,0,0,0,0
0,0,0,0,0,0
7,9,2,3,0,0
60,47,17,16,11,14
0,0,0,0,0,0
0,0,0,0,0,0
10,7,24,13,39,27
2,0,8,0,1,0
0,0,6,0,0,0
2,2,7,5,20,13
1,0,7,0,0,0
0,0,0,0,0,0
266,78,446,97,2838,818
0,0,3,0,2,0
443,63,108,8,943,106
0,0,0,2,1,2
38,20,2,4,18,16
0,0,0,1,0,0
1,0,7,0,7,3
0,2,4,2,0,1
0,1,462,245,1,0
0,1,26,16,6,4
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
91,51,172,98,85,46
5,4,6,6,14,16
2,2,5,4,2,7
0,1,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,3
2,2,0,4,0,2
0,1,4,2,1,1
12,8,70,42,49,26
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,27,113,136,44,61
32,18,44,23,23,11
1,0,2,0,0,0
8,5,4,2,3,1
6,0,2,3,9,7
84,46,49,26,45,21
0,0,0,0,0,0
14,7,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,4,2,0,0
2278,1344,2032,1214,7825,4414
0,0,0,0,0,0
1,1,0,0,0,0
29,12,17,7,19,12
6,4,16,11,36,22
0,0,0,0,0,0
3,1,2,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,1,2,0,0
0,1,0,0,0,1
0,0,0,0,2,1
24,12,4,3,4,3
0,0,2,2,16,14
0,0,0,0,0,0
0,0,2,1,0,0
2578,1467,1586,955,4627,2672
68,62,82,48,109,55
0,0,0,0,1,0
54,33,24,16,248,158
1411,18,1954,4,3822,15
3,1,2,3,7,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,1,0,0
12,9,1,0,0,0
0,0,0,0,0,0
6,7,0,1,2,1
1,3,0,2,0,2
2,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,2,1
300,142,412,215,338,161
0,0,0,0,0,0
718,423,737,436,4332,2514
45,29,96,58,181,114
0,1,0,0,0,1
0,0,0,0,6,3
442,254,432,248,1348,768
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,2,1,5
0,0,0,1,14,11
4,7,16,15,16,44
0,1,1,2,2,0
0,0,0,1,1,7
0,0,0,0,0,0
4,10,0,1,40,49
1499,829,1051,613,1102,677
249,102,177,79,324,117
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,3,0,0
3,2,0,2,0,0
0,0,0,0,0,0
231,120,106,63,151,77
112,96,40,21,168,124
0,0,0,1,0,2
2,2,0,0,12,8
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
148,84,652,372,828,460
530,213,3692,1342,128400,39463
5,6,2,5,15,28
380,210,655,362,2308,1262
0,0,0,0,0,0
0,1,0,1,5,6
0,0,1,1,0,0
100,60,77,54,103,68
7,4,1,1,5,5
0,0,0,0,0,0
109,90,46,35,263,158
0,0,0,0,1,3
380,273,226,288,669,673
115,78,0,1,100,63
1,1,0,0,0,1
0,0,0,0,0,0
2,1,4,2,101,54
0,0,0,0,0,3
0,0,0,3,2,1
0,0,0,0,0,0
16,37,10,23,18,29
0,0,0,0,0,0
37,15,87,34,172,74
0,1,0,1,0,1
0,0,0,0,0,0
2,0,8,0,0,0
14,7,8,5,54,30
