"GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
24,21,24,16,23,28
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,3,2
0,0,0,0,0,0
173,104,29,16,34,17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
44,37,10,6,30,19
0,0,0,0,0,0
0,0,0,0,0,0
7,4,12,7,24,12
0,0,0,0,0,0
0,0,0,0,0,0
41,30,13,18,23,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
2,1,11,5,3,3
0,0,0,0,0,0
634,410,197,121,401,254
0,0,0,0,0,0
79,43,33,19,16,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,15,9,1,2
35,34,0,0,18,11
11,6,11,10,3,4
0,0,0,0,0,0
3,2,6,3,0,0
1,3,0,2,0,0
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
5,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,5
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,8,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
24,23,36,27,373,285
0,0,0,0,0,0
2,1,7,7,3,3
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,1
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,6,6,3,6,3
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,4,3,15,10
0,0,0,0,0,0
0,0,0,0,0,0
13,7,4,4,62,36
0,1,0,0,7,0
0,0,0,0,0,0
0,1,0,0,0,0
5,3,4,3,7,6
0,0,0,0,0,0
0,0,0,0,0,0
28,28,18,12,0,3
0,3,0,0,0,0
0,0,0,0,0,0
2,2,0,0,0,1
53,29,64,30,134,71
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
24,12,31,17,62,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,3,7,8
0,0,0,0,0,0
40,25,18,10,15,12
0,0,0,0,0,0
1,1,0,0,15,18
0,0,0,0,0,0
0,0,2,0,0,0
0,0,1,1,1,1
0,13,0,26,0,83
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,19,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
45,26,28,20,51,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
38,23,32,19,89,48
0,0,0,0,0,0
116,113,116,104,492,526
0,0,0,0,0,0
6,5,8,10,0,0
0,0,0,0,0,0
11,7,24,18,28,20
53,27,4,2,20,10
0,0,4,5,0,0
4,7,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,2,2,9,9
0,0,0,0,0,0
112,61,82,41,63,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,14,9,10,4,2
0,0,0,0,0,0
0,1,6,3,6,6
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
6,5,6,3,0,0
0,0,0,0,10,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
323,178,465,285,419,229
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,2,3,7,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
9,5,5,3,2,1
4,5,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,7,0,0,4,2
68,36,4,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,36,0,6,1,27
0,0,0,0,0,0
0,0,0,0,0,0
39,23,0,0,82,46
4,4,0,0,8,4
0,0,0,0,0,0
7,4,0,1,0,0
0,0,1,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,4,6,3,14,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,14,7
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,8,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,3,0,3,0
0,0,0,0,0,0
1,2,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,1,0,1
0,0,1,1,0,0
0,1,0,0,0,2
0,1,0,0,0,0
27,22,16,16,69,63
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
47,33,27,20,54,40
0,0,0,0,0,0
2,1,0,0,0,0
313,16,112,4,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,8,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,28,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
3,3,5,4,14,7
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
7,4,4,3,4,2
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,4,4,2,40,23
2,0,0,1,4,2
0,0,0,0,0,0
0,0,0,0,6,4
0,0,0,0,0,0
3,3,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,0,8,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
8,5,0,0,7,7
0,0,0,0,0,0
193,105,266,146,1240,594
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,8,6,0,0
0,0,0,0,1,0
47,26,0,0,14,9
0,0,0,0,0,0
0,0,0,0,0,0
7,5,0,0,0,0
10,6,2,1,24,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,5,18,16
2,1,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
14,7,36,18,27,13
0,0,0,2,0,0
0,0,0,0,0,0
33,36,13,13,16,13
0,0,0,0,0,0
0,0,0,0,0,0
3,3,4,3,4,3
15,13,20,9,3,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,0,0
0,0,0,0,0,0
32,19,2,1,20,14
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,1
15,11,8,4,104,59
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,2,4,12,3
0,0,0,0,0,0
0,0,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,67,1,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
2,3,1,1,2,0
0,0,0,0,0,0
12,8,4,4,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,3,6,2,5
0,0,0,0,0,0
12,8,20,12,54,30
2,1,0,0,0,0
15,20,1,2,1,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,3,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
130,60,84,47,43,9
0,0,0,0,0,0
0,1,0,0,0,0
4,3,13,8,9,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,7,11,7,4
1,1,0,0,0,0
53,35,221,148,1899,1112
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,0,0,0
6,3,6,4,13,6
0,0,0,0,0,0
2,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,2,2,9,12
0,0,0,0,0,0
0,0,0,0,0,0
2,3,2,1,12,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,8,0,0,0,0
16,12,4,3,48,40
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,1,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,6,0,0,20,11
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,2,4,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,1,6,4,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
39,15,20,7,2,6
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,2,1,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,1,0,0,0,0
0,0,0,0,0,0
102,73,18,12,8,4
0,0,0,0,0,0
1,1,6,5,30,15
0,0,0,0,0,0
0,0,0,0,0,0
6,1,0,0,11,3
0,0,0,0,0,0
0,1,0,0,2,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,7
25,14,10,5,453,256
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,1,0,14,8
0,0,0,1,0,1
2,2,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,7,6,5,38,26
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,0,0
0,0,0,0,0,0
6,4,9,2,12,11
0,0,0,0,0,0
0,0,0,0,1,0
10,6,10,5,74,40
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,7,11,8,4,4
1,1,0,0,9,6
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,2
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
3,2,7,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,3,2,68,53
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,6
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,0
0,0,1,1,0,0
0,0,0,0,0,0
21,14,42,22,223,114
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,2,1,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,10,6,3,3,4
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
2,2,0,0,2,1
0,0,0,0,0,0
8,9,13,9,46,30
0,0,0,0,0,0
0,0,0,0,0,0
34,17,140,76,238,130
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
40,24,43,33,427,369
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,7,0,1,4,6
23,15,4,5,20,14
4,2,3,3,36,26
0,1,0,0,0,0
5,3,0,0,14,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,1,0,1,1,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,7,3,2,1,2
30,22,6,7,0,0
0,0,0,0,0,0
134,67,143,81,69,35
0,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
4,2,20,11,6,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,4,2,2,1,6
5,3,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,8,14,8,6,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,5,2,1,6,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
26,14,14,11,18,10
0,0,0,0,0,0
0,0,0,0,0,0
207,212,174,179,736,764
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
103,29,106,35,118,27
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,4,2,3,1
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
37,30,134,60,54,33
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,2,0,0
0,0,0,0,0,0
5,3,14,9,2,1
6,4,12,8,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
446,329,237,167,192,134
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,16,9
0,3,0,5,6,6
0,0,0,0,0,0
9,0,9,0,4,0
2,1,0,2,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,3
0,2,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
546,314,81,52,57,39
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,2,1,2,1
0,0,0,0,0,0
42,19,12,8,5,1
0,0,0,0,0,0
2,1,0,0,1,5
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
3,4,4,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,4,1
0,0,0,0,0,0
10,5,16,10,52,31
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,3,10,7
0,0,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,6,2,0,0
0,0,0,0,0,0
0,10,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,4,2,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,2,1
0,0,2,0,3,0
0,0,0,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,4,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
10,8,10,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,3,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
13,0,3,0,9,0
0,0,0,0,0,0
0,0,0,0,0,0
8,4,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,5,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,5,4
0,0,0,0,0,0
0,3,0,0,0,0
0,2,2,3,2,1
1532,865,581,334,1466,853
5,2,5,0,11,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,2,41,47
0,0,0,0,1,6
0,0,0,0,0,0
0,0,0,0,0,0
21,0,14,0,9,0
0,0,0,0,0,1
8,6,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,9,4,0,0,0
0,0,0,0,0,0
0,1,0,0,1,1
0,0,0,0,0,0
4,5,0,0,6,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,7,0,0,1,1
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,1,0,0,189,114
177,95,285,136,506,257
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,1
0,0,1,0,0,0
7,4,8,4,0,0
31,17,28,16,36,20
0,0,0,0,0,0
39,48,16,21,4,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,2,1,1,3,10
0,0,0,0,0,0
1,1,3,2,0,0
0,1,0,0,0,0
4,0,3,0,0,0
0,0,0,0,0,0
16,2,12,4,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
107,67,103,60,498,302
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
10,5,16,11,3,3
0,0,0,0,0,0
0,1,0,2,0,0
2,2,0,0,1,2
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
389,222,143,85,421,256
7,8,3,1,0,0
0,0,0,0,0,0
47,27,16,8,4,2
9,0,5,0,65,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,2,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
4,3,0,0,8,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
2,2,0,0,0,0
22,14,25,15,25,12
0,0,0,0,0,0
0,0,0,0,0,0
76,44,27,16,117,66
7,5,11,8,101,77
3,0,7,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,86,51
1,1,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,1,0
0,0,0,0,0,0
30,20,0,3,5,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,10,6
2,1,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,4
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,1,0
0,0,0,0,0,2
258,139,140,89,299,173
2,5,0,0,1,1
2,1,2,1,0,0
5,2,6,4,25,24
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,2
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
1,1,0,0,0,0
2,1,1,4,9,16
0,0,0,0,0,0
3,3,3,1,8,8
84,52,23,14,27,18
0,0,0,0,0,0
1,1,0,2,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
6,4,0,0,58,30
0,0,0,0,0,0
10,6,1,1,0,0
23,13,1,0,17,9
8,4,1,0,20,11
21,11,4,2,22,11
2,1,0,0,0,0
2,0,7,8,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,8,6
11,8,17,16,87,51
0,0,0,0,0,0
4,2,3,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,24,13,0,0
18,9,0,0,8,5
8,5,0,0,0,0
2,0,2,0,10,0
0,2,4,4,0,1
0,0,0,0,0,0
2,1,2,3,0,2
0,0,0,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
16,9,0,0,7,0
0,0,0,0,0,0
2,0,3,0,2,0
1,5,42,1,1,1
18,9,22,12,44,31
0,0,0,0,0,0
11,6,3,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,29,0,2,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,9,13,7,39,20
0,0,0,0,0,0
8,5,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
5,4,2,1,17,8
0,0,0,0,0,0
6,3,0,1,16,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,16,8
1,1,0,0,1,0
0,0,0,0,0,0
4,4,1,2,9,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
2,3,8,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,4,2,25,16
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,1,7,3,1,0
49,25,2,1,2,3
37,22,24,17,92,54
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
24,14,15,8,17,11
0,0,0,1,0,0
0,0,0,0,0,0
3,5,0,0,4,3
0,0,0,0,0,0
6,4,0,1,0,0
5,6,0,11,49,72
0,0,0,0,0,0
