"padj","gene","symbol","rank","rank_change"
1.94522961973411e-08,"ENSG00000106819","ASPN",426,84
1.97620066144003e-08,"ENSG00000116830","TTF2",427,318
1.98266303123921e-08,"ENSG00000066933","MYO9A",428,485
1.98266303123921e-08,"ENSG00000250280","AC026124.1",429,54
1.99107480061018e-08,"ENSG00000175756","AURKAIP1",430,233
2.00055101556131e-08,"ENSG00000151725","CENPU",431,244
2.01014348633484e-08,"ENSG00000170956","CEACAM3",432,364
2.04718509652635e-08,"ENSG00000104973","MED25",433,462
2.05547292950292e-08,"ENSG00000279175","AL033543.1",434,52
2.07271337132639e-08,"ENSG00000132639","SNAP25",435,971
2.08151524582954e-08,"ENSG00000115649","CNPPD1",436,250
2.08497861302175e-08,"ENSG00000007038","PRSS21",437,-40
2.1052851869659e-08,"ENSG00000175054","ATR",438,326
2.1144518542789e-08,"ENSG00000257704","INAFM1",439,189
2.12416733073414e-08,"ENSG00000129173","E2F8",440,782
2.12416733073414e-08,"ENSG00000173991","TCAP",441,669
2.15906382901363e-08,"ENSG00000153563","CD8A",442,243
2.19750116950203e-08,"ENSG00000259845","HERC2P10",443,23
2.1994234558626e-08,"ENSG00000176340","COX8A",444,-324
